timestamp,machine_id,failure,val1,val2,val3,val4,field7,val5,val6,val7
2020-03-19 01:54:00,Z20109,0,53030282,18,7595,80,11,0,2,18.8
2020-03-19 01:56:00,Z20109,0,21791212,150,7597,73,11,2,1,36.4
2020-03-19 01:58:00,Z20109,0,90146247,344,7301,86,11,3,3,64.2
2020-03-19 02:00:00,Z20109,0,17966766,253,23528,79,9,0,4,51.1
2020-03-19 02:02:00,Z20109,0,99399733,45,20563,385,12,2,2,2.8
2020-03-19 02:04:00,Z20109,0,42758016,289,341,223,9,1,4,42.0
2020-03-19 02:06:00,Z20109,0,91071968,306,23574,476,11,2,3,40.6
2020-03-19 02:08:00,Z20109,0,30257967,233,19102,213,9,1,0,26.8
2020-03-19 02:10:00,Z20109,0,104427926,161,12819,181,12,0,1,68.7
2020-03-19 02:12:00,Z20109,0,73968669,171,12674,75,9,0,1,4.2
2020-03-19 02:14:00,Z20109,0,103761985,306,18045,36,10,3,2,40.2
2020-03-19 02:16:00,Z20109,0,85168076,113,10290,448,9,3,3,48.3
2020-03-19 02:18:00,Z20109,0,71643907,344,2485,273,12,1,2,62.7
2020-03-19 02:20:00,Z20109,0,95539210,324,11003,333,12,0,1,53.1
2020-03-19 02:22:00,Z20109,0,48528748,178,14648,424,11,0,2,62.5
2020-03-19 02:24:00,Z20109,0,87247510,295,19759,73,11,1,0,58.7
2020-03-19 02:26:00,Z20109,0,97382559,234,2878,484,10,0,1,69.4
2020-03-19 02:28:00,Z20109,0,70720666,64,16728,135,11,1,1,4.3
2020-03-19 02:30:00,Z20109,0,25092401,330,1831,174,11,1,4,12.7
2020-03-19 02:32:00,Z20109,0,98669780,140,7839,32,11,2,3,23.9
2020-03-19 02:34:00,Z20109,0,81112848,218,12907,124,9,3,3,15.5
2020-03-19 02:36:00,Z20109,0,58517969,10,13778,319,12,2,1,63.7
2020-03-19 02:38:00,Z20109,0,35446537,293,5307,240,10,2,0,50.1
2020-03-19 02:40:00,Z20109,0,56735920,328,20980,209,11,0,1,7.0
2020-03-19 02:42:00,Z20109,0,72691957,153,2808,166,9,0,1,64.6
2020-03-19 02:44:00,Z20109,0,41456133,228,23994,518,9,2,2,7.2
2020-03-19 02:46:00,Z20109,0,38106546,204,19543,97,12,2,1,17.4
2020-03-19 02:48:00,Z20109,0,15278928,296,24092,521,9,2,0,9.2
2020-03-19 02:50:00,Z20109,0,89670614,350,13292,129,9,3,4,20.2
2020-03-19 02:52:00,Z20109,0,74764979,254,12226,523,11,0,0,11.2
2020-03-19 02:54:00,Z20109,0,18359007,49,24663,333,11,0,4,61.4
2020-03-19 02:56:00,Z20109,0,82491871,49,8387,368,12,2,2,25.5
2020-03-19 02:58:00,Z20109,0,41764157,210,21493,115,11,0,4,44.0
2020-03-19 03:00:00,Z20109,0,23885647,331,8734,58,10,0,0,54.7
2020-03-19 03:02:00,Z20109,0,64961228,137,4066,437,11,0,0,62.8
2020-03-19 03:04:00,Z20109,0,40982960,103,21955,300,10,0,1,25.5
2020-03-19 03:06:00,Z20109,0,74864509,85,12655,269,9,0,0,61.9
2020-03-19 03:08:00,Z20109,0,73221074,364,16270,44,12,2,1,21.4
2020-03-19 03:10:00,Z20109,0,97177530,68,877,82,10,1,2,18.3
2020-03-19 03:12:00,Z20109,0,32311059,389,16456,155,12,0,3,15.5
2020-03-19 03:14:00,Z20109,0,34102015,53,1964,161,11,2,2,52.8
2020-03-19 03:16:00,Z20109,0,72271308,70,2700,505,9,0,2,17.6
2020-03-19 03:18:00,Z20109,0,19496709,142,14695,93,11,2,3,64.9
2020-03-19 03:20:00,Z20109,0,39941516,92,1604,181,9,0,3,28.7
2020-03-19 03:22:00,Z20109,0,70007208,69,12572,450,10,2,2,66.8
2020-03-19 03:24:00,Z20109,0,85725391,21,16006,142,12,3,3,2.4
2020-03-19 03:26:00,Z20109,0,15565389,71,19649,406,9,1,1,18.4
2020-03-19 03:28:00,Z20109,0,23569933,216,4357,528,11,1,3,65.7
2020-03-19 03:30:00,Z20109,0,95492583,388,5620,275,10,0,4,51.3
2020-03-19 03:32:00,Z20109,0,18298140,73,14837,280,12,0,2,28.6
2020-03-19 03:34:00,Z20109,0,46952098,329,11036,516,10,3,1,16.8
2020-03-19 03:36:00,Z20109,0,23290411,218,3002,68,10,3,0,18.8
2020-03-19 03:38:00,Z20109,0,60155331,271,13348,336,11,3,2,8.9
2020-03-19 03:40:00,Z20109,0,105227408,144,10480,122,11,2,1,66.8
2020-03-19 03:42:00,Z20109,0,13921362,377,11229,43,11,2,0,65.2
2020-03-19 03:44:00,Z20109,0,104468666,118,21206,0,10,0,0,47.2
2020-03-19 03:46:00,Z20109,0,43666884,124,3538,336,9,2,2,22.5
2020-03-19 03:48:00,Z20109,0,50826594,196,4434,60,12,2,1,33.8
2020-03-19 03:50:00,Z20109,0,73072388,25,14784,271,11,0,2,39.9
2020-03-19 03:52:00,Z20109,0,82277413,102,3860,270,11,0,1,42.6
2020-03-19 03:54:00,Z20109,0,101988134,30,15881,86,12,3,1,9.2
2020-03-19 03:56:00,Z20109,0,92684876,205,1950,70,12,3,3,6.3
2020-03-19 03:58:00,Z20109,0,16529625,291,13904,112,9,2,0,52.9
2020-03-19 04:00:00,Z20109,0,19217351,197,21494,285,9,3,2,54.1
2020-03-19 04:02:00,Z20109,0,34619697,258,23195,417,12,2,3,47.8
2020-03-19 04:04:00,Z20109,0,20179764,209,23211,326,10,0,3,40.5
2020-03-19 04:06:00,Z20109,0,98776634,322,17734,363,10,1,2,60.3
2020-03-19 04:08:00,Z20109,0,66071253,126,4981,376,12,1,4,0.4
2020-03-19 04:10:00,Z20109,0,22501420,154,21910,466,12,2,3,42.2
2020-03-19 04:12:00,Z20109,0,28135072,311,3903,107,12,0,4,47.2
2020-03-19 04:14:00,Z20109,0,90832117,213,2828,451,12,1,2,45.9
2020-03-19 04:16:00,Z20109,0,78914663,92,818,118,11,2,3,66.5
2020-03-19 04:18:00,Z20109,0,14996884,191,19484,478,12,3,3,11.2
2020-03-19 04:20:00,Z20109,0,81011601,323,20007,248,12,0,0,22.9
2020-03-19 04:22:00,Z20109,0,80319020,362,7912,418,12,1,0,21.8
2020-03-19 04:24:00,Z20109,0,40044931,36,3092,258,12,3,2,15.5
2020-03-19 04:26:00,Z20109,0,59730574,379,7049,319,12,1,3,63.6
2020-03-19 04:28:00,Z20109,0,23548816,91,23603,432,11,0,2,28.9
2020-03-19 04:30:00,Z20109,0,47857400,37,101,254,9,1,2,47.8
2020-03-19 04:32:00,Z20109,0,36673292,176,23890,165,11,1,4,7.1
2020-03-19 04:34:00,Z20109,0,35199274,212,11400,332,12,0,3,35.7
2020-03-19 04:36:00,Z20109,0,42394546,388,7145,229,12,3,1,5.3
2020-03-19 04:38:00,Z20109,0,18214121,357,2933,280,11,0,1,6.6
2020-03-19 04:40:00,Z20109,0,57496234,275,10973,238,12,2,2,59.8
2020-03-19 04:42:00,Z20109,0,101760255,224,1809,331,11,1,3,54.7
2020-03-19 04:44:00,Z20109,0,102589482,106,4330,82,9,0,0,36.8
2020-03-19 04:46:00,Z20109,0,83782580,367,7348,279,10,0,3,29.9
2020-03-19 04:48:00,Z20109,0,52427613,47,3000,367,9,3,4,50.5
2020-03-19 04:50:00,Z20109,0,25851112,113,20103,12,10,1,2,12.5
2020-03-19 04:52:00,Z20109,0,90585290,73,17978,192,11,1,2,44.6
2020-03-19 04:54:00,Z20109,0,94233309,209,1414,182,10,1,2,37.1
2020-03-19 04:56:00,Z20109,0,12742533,313,3345,67,12,3,4,56.5
2020-03-19 04:58:00,Z20109,0,19799787,190,16646,95,11,3,3,35.1
2020-03-19 05:00:00,Z20109,0,37063514,102,15788,59,12,0,1,34.1
2020-03-19 05:02:00,Z20109,0,64926500,203,12626,203,9,2,3,56.3
2020-03-19 05:04:00,Z20109,0,95163021,155,8297,39,11,3,1,13.6
2020-03-19 05:06:00,Z20109,0,101382669,121,24536,194,12,3,2,14.5
2020-03-19 05:08:00,Z20109,0,16168168,283,13941,69,10,3,1,28.4
2020-03-19 05:10:00,Z20109,0,92913425,174,18916,394,11,1,2,30.5
2020-03-19 05:12:00,Z20109,0,69662760,92,3590,3,11,0,3,44.5
2020-03-19 05:14:00,Z20109,0,82836951,385,22286,390,9,0,2,66.2
2020-03-19 05:16:00,Z20109,0,20044572,8,13900,502,11,1,2,41.6
2020-03-19 05:18:00,Z20109,0,81655234,54,13723,179,11,3,1,63.1
2020-03-19 05:20:00,Z20109,0,22174911,175,17349,267,12,1,3,61.0
2020-03-19 05:22:00,Z20109,0,100229353,343,18126,310,9,2,3,67.9
2020-03-19 05:24:00,Z20109,0,48918717,314,10509,228,12,2,0,25.9
2020-03-19 05:26:00,Z20109,0,44864813,285,14147,172,11,3,1,38.7
2020-03-19 05:28:00,Z20109,0,25003841,376,10789,487,12,2,0,55.0
2020-03-19 05:30:00,Z20109,0,38481923,389,2443,119,11,2,1,43.9
2020-03-19 05:32:00,Z20109,0,46289321,320,21230,102,9,3,4,2.2
2020-03-19 05:34:00,Z20109,0,13155216,45,16743,357,12,1,3,44.2
2020-03-19 05:36:00,Z20109,0,31293305,342,11848,332,10,1,1,9.0
2020-03-19 05:38:00,Z20109,0,14477472,33,3239,68,10,1,4,67.3
2020-03-19 05:40:00,Z20109,0,73472609,57,23456,154,11,1,3,0.6
2020-03-19 05:42:00,Z20109,0,94165759,216,6390,335,9,2,3,54.8
2020-03-19 05:44:00,Z20109,0,16313254,153,19983,87,12,2,4,14.0
2020-03-19 05:46:00,Z20109,0,68372800,238,16018,288,9,1,1,12.4
2020-03-19 05:48:00,Z20109,1,189125632,2943,46544,840,12,5,5,98.7
2020-03-19 05:50:00,Z20109,0,12238803,208,4937,253,10,3,3,62.8
2020-03-19 05:52:00,Z20109,0,80570921,106,14026,66,12,3,1,50.3
2020-03-19 05:54:00,Z20109,0,102053348,19,1791,427,12,2,3,4.8
2020-03-19 05:56:00,Z20109,0,71988229,353,1922,369,12,2,4,56.8
2020-03-19 05:58:00,Z20109,0,66390164,216,18145,396,12,2,3,47.1
2020-03-19 06:00:00,Z20109,0,25445517,304,24422,492,11,3,2,18.5
2020-03-19 06:02:00,Z20109,0,26368529,256,7417,78,9,3,4,51.4
2020-03-19 06:04:00,Z20109,0,42671688,253,22383,171,12,2,1,30.0
2020-03-19 06:06:00,Z20109,0,70082580,313,9296,144,11,1,3,5.7
2020-03-19 06:08:00,Z20109,0,30982836,2,22060,415,11,3,3,48.5
2020-03-19 06:10:00,Z20109,0,54195636,96,24153,452,10,2,3,0.1
2020-03-19 06:12:00,Z20109,0,74477369,204,492,284,10,1,1,28.2
2020-03-19 06:14:00,Z20109,0,44883566,112,21101,496,10,1,3,64.1
2020-03-19 06:16:00,Z20109,0,103101167,21,11483,80,11,1,3,1.5
2020-03-19 06:18:00,Z20109,0,61252778,45,6019,386,11,2,4,40.5
2020-03-19 06:20:00,Z20109,0,14333053,182,18415,78,11,0,0,50.1
2020-03-19 06:22:00,Z20109,0,40203205,43,11066,403,10,0,3,15.2
2020-03-19 06:24:00,Z20109,0,103749398,126,4966,384,10,0,0,0.8
2020-03-19 06:26:00,Z20109,0,32267534,73,4915,436,11,2,2,47.0
2020-03-19 06:28:00,Z20109,0,58998736,115,11987,275,11,1,2,1.8
2020-03-19 06:30:00,Z20109,0,73854041,379,19895,521,12,2,3,46.5
2020-03-19 06:32:00,Z20109,0,55933008,345,18284,215,9,2,0,22.3
2020-03-19 06:34:00,Z20109,0,99554609,266,866,80,10,2,2,22.3
2020-03-19 06:36:00,Z20109,0,80028305,372,1813,182,10,3,0,50.8
2020-03-19 06:38:00,Z20109,0,77981821,111,21222,378,11,1,0,17.5
2020-03-19 06:40:00,Z20109,0,79666649,334,12934,432,12,2,4,19.6
2020-03-19 06:42:00,Z20109,0,70687039,2,17267,457,10,0,3,19.6
2020-03-19 06:44:00,Z20109,0,85175098,326,1851,497,11,3,2,29.6
2020-03-19 06:46:00,Z20109,0,14678276,294,8874,339,10,0,0,42.0
2020-03-19 06:48:00,Z20109,0,10959417,4,4731,100,11,3,0,14.1
2020-03-19 06:50:00,Z20109,0,70681972,111,22204,231,10,2,3,30.4
2020-03-19 06:52:00,Z20109,0,85731212,110,22631,468,10,3,4,8.6
2020-03-19 06:54:00,Z20109,0,36793787,86,6675,31,11,1,0,57.4
2020-03-19 06:56:00,Z20109,0,60394814,8,16750,316,10,2,4,0.0
2020-03-19 06:58:00,Z20109,0,35300923,135,3356,188,12,2,4,31.1
2020-03-19 07:00:00,Z20109,0,49389444,176,1699,430,10,2,4,40.4
2020-03-19 07:02:00,Z20109,0,50999082,341,18546,450,11,0,2,66.4
2020-03-19 07:04:00,Z20109,0,92592172,89,8068,256,9,0,4,16.5
2020-03-19 07:06:00,Z20109,0,53726066,46,7748,23,12,1,0,55.1
2020-03-19 07:08:00,Z20109,0,91816857,331,2145,58,11,2,1,30.3
2020-03-19 07:10:00,Z20109,0,42368984,235,6714,359,10,1,0,7.0
2020-03-19 07:12:00,Z20109,0,69950427,306,21066,465,10,1,2,68.2
2020-03-19 07:14:00,Z20109,0,72051478,88,8705,500,9,0,2,68.1
2020-03-19 07:16:00,Z20109,0,87034866,56,4559,313,12,0,4,47.5
2020-03-19 07:18:00,Z20109,0,27830316,194,16445,228,11,1,0,12.1
2020-03-19 07:20:00,Z20109,0,103151016,43,2642,525,10,3,3,2.2
2020-03-19 07:22:00,Z20109,0,60337406,79,15603,400,11,1,3,9.8
2020-03-19 07:24:00,Z20109,0,25447897,380,15789,459,9,2,3,68.0
2020-03-19 07:26:00,Z20109,0,22214601,276,19871,52,10,3,4,68.8
2020-03-19 07:28:00,Z20109,0,27996312,123,10308,154,11,1,3,26.6
2020-03-19 07:30:00,Z20109,0,20783329,89,3758,391,9,2,3,31.0
2020-03-19 07:32:00,Z20109,0,75119505,49,2776,338,11,3,3,67.1
2020-03-19 07:34:00,Z20109,0,15057241,199,9879,287,9,2,2,37.6
2020-03-19 07:36:00,Z20109,0,90649070,112,4977,81,10,0,2,11.9
2020-03-19 07:38:00,Z20109,0,81766855,339,19964,181,10,2,2,47.7
2020-03-19 07:40:00,Z20109,0,61175288,297,4339,81,9,3,2,69.4
2020-03-19 07:42:00,Z20109,0,44634113,291,13335,429,12,2,0,12.6
2020-03-19 07:44:00,Z20109,0,85648016,340,8767,100,10,3,0,18.1
2020-03-19 07:46:00,Z20109,0,88444605,113,14434,323,9,1,2,35.2
2020-03-19 07:48:00,Z20109,0,68844900,19,18177,395,11,2,2,54.6
2020-03-19 07:50:00,Z20109,0,48768876,49,11033,381,9,2,2,26.7
2020-03-19 07:52:00,Z20109,0,36007434,289,16814,523,12,0,0,25.2
2020-03-19 07:54:00,Z20109,0,10555612,165,14528,361,12,2,3,38.4
2020-03-19 07:56:00,Z20109,0,45927882,339,15053,73,11,0,1,33.2
2020-03-19 07:58:00,Z20109,0,53770042,261,4229,106,9,0,0,21.9
2020-03-19 08:00:00,Z20109,0,87763506,8,880,365,9,2,3,40.1
2020-03-19 08:02:00,Z20109,0,27244778,334,8136,104,9,1,4,57.6
2020-03-19 08:04:00,Z20109,0,24953332,130,6943,498,11,2,3,34.9
2020-03-19 08:06:00,Z20109,0,67365242,189,24884,238,11,1,0,25.4
2020-03-19 08:08:00,Z20109,0,38593210,379,18552,15,10,0,1,6.5
2020-03-19 08:10:00,Z20109,0,14763629,52,9231,248,11,2,1,55.5
2020-03-19 08:12:00,Z20109,0,82092904,75,24543,68,11,1,0,45.7
2020-03-19 08:14:00,Z20109,0,82259281,50,6386,280,10,3,2,40.2
2020-03-19 08:16:00,Z20109,0,18857197,349,18629,333,11,2,4,24.4
2020-03-19 08:18:00,Z20109,0,103306558,287,9851,209,9,0,4,9.9
2020-03-19 08:20:00,Z20109,0,14234382,30,8638,62,12,3,2,41.4
2020-03-19 08:22:00,Z20109,0,44472341,137,10099,266,10,3,4,57.0
2020-03-19 08:24:00,Z20109,0,90770831,304,8011,492,12,0,1,27.4
2020-03-19 08:26:00,Z20109,0,87981398,200,518,488,9,3,0,19.7
2020-03-19 08:28:00,Z20109,0,51291609,284,6108,336,10,1,0,60.7
2020-03-19 08:30:00,Z20109,0,80292875,34,21505,78,12,0,1,22.3
2020-03-19 08:32:00,Z20109,0,36712238,152,8689,31,10,3,1,57.0
2020-03-19 08:34:00,Z20109,0,78327474,257,21547,170,11,0,4,64.5
2020-03-19 08:36:00,Z20109,0,95340114,195,21022,527,12,3,3,66.0
2020-03-19 08:38:00,Z20109,0,51682593,379,23605,172,10,0,0,67.1
2020-03-19 08:40:00,Z20109,0,23586892,356,1735,9,11,3,2,9.9
2020-03-19 08:42:00,Z20109,0,38532584,304,11030,464,10,2,0,41.8
2020-03-19 08:44:00,Z20109,0,20700381,252,10806,212,9,1,1,57.8
2020-03-19 08:46:00,Z20109,0,77481523,368,516,449,10,3,1,40.1
2020-03-19 08:48:00,Z20109,0,83169127,358,4258,264,12,3,4,1.0
2020-03-19 08:50:00,Z20109,0,86413271,80,9397,138,10,2,0,51.4
2020-03-19 08:52:00,Z20109,0,29954667,66,114,189,11,3,3,67.3
2020-03-19 08:54:00,Z20109,0,88497278,148,7096,434,12,2,1,45.0
2020-03-19 08:56:00,Z20109,0,82322256,327,19243,443,12,0,1,41.0
2020-03-19 08:58:00,Z20109,0,56744486,311,9538,207,10,1,2,61.4
2020-03-19 09:00:00,Z20109,0,102119143,39,16137,224,11,0,3,54.5
2020-03-19 09:02:00,Z20109,0,44069660,324,12664,57,9,3,3,60.5
2020-03-19 09:04:00,Z20109,0,80918710,369,7050,435,10,0,3,46.7
2020-03-19 09:06:00,Z20109,0,19493281,24,11547,230,10,1,3,35.1
2020-03-19 09:08:00,Z20109,0,19123273,359,16807,138,12,2,4,14.4
2020-03-19 09:10:00,Z20109,0,17498280,228,20201,389,10,1,3,68.1
2020-03-19 09:12:00,Z20109,0,101758976,272,7644,314,11,1,0,12.2
2020-03-19 09:14:00,Z20109,0,50758251,57,1910,461,9,0,2,56.3
2020-03-19 09:16:00,Z20109,0,15968197,280,12031,90,9,1,2,20.0
2020-03-19 09:18:00,Z20109,0,55499129,169,9763,203,11,1,1,6.4
2020-03-19 09:20:00,Z20109,0,35712372,258,23262,125,11,3,0,28.6
2020-03-19 09:22:00,Z20109,0,48732275,289,2936,300,9,2,0,14.2
2020-03-19 09:24:00,Z20109,0,67740150,359,19777,135,12,3,1,21.2
2020-03-19 09:26:00,Z20109,0,45598205,145,17039,207,11,2,3,25.3
2020-03-19 09:28:00,Z20109,0,56711752,14,14944,108,12,3,2,47.1
2020-03-19 09:30:00,Z20109,0,99631321,254,20811,52,12,0,3,70.0
2020-03-19 09:32:00,Z20109,0,45656280,13,10967,399,9,3,0,61.5
2020-03-19 09:34:00,Z20109,0,52771282,155,14545,397,12,0,0,33.9
2020-03-19 09:36:00,Z20109,0,64414244,155,15476,434,11,0,2,52.5
2020-03-19 09:38:00,Z20109,0,15236687,171,5546,409,11,0,1,66.2
2020-03-19 09:40:00,Z20109,0,18469533,290,9702,295,12,3,4,17.3
2020-03-19 09:42:00,Z20109,0,56973449,269,24147,217,10,2,0,48.0
2020-03-19 09:44:00,Z20109,0,94152449,333,23290,183,9,3,3,16.9
2020-03-19 09:46:00,Z20109,0,93839100,204,385,457,12,0,0,52.5
2020-03-19 09:48:00,Z20109,0,29723179,171,8600,262,10,2,0,65.2
2020-03-19 09:50:00,Z20109,0,101237774,187,23339,523,10,2,2,41.5
2020-03-19 09:52:00,Z20109,0,77021608,264,23518,432,9,0,1,21.7
2020-03-19 09:54:00,Z20109,0,101606393,149,15033,404,9,1,4,67.4
2020-03-19 09:56:00,Z20109,0,17095426,48,16356,190,11,2,1,8.7
2020-03-19 09:58:00,Z20109,0,22155220,20,21932,382,11,0,2,44.3
2020-03-19 10:00:00,Z20109,0,54262035,215,19625,12,11,0,3,46.1
2020-03-19 10:02:00,Z20109,0,50551561,164,13725,87,9,3,4,38.5
2020-03-19 10:04:00,Z20109,0,19532349,326,18910,512,9,0,0,15.8
2020-03-19 10:06:00,Z20109,0,59319669,236,19766,359,11,1,2,40.2
2020-03-19 10:08:00,Z20109,0,15556481,92,21460,75,10,2,0,14.7
2020-03-19 10:10:00,Z20109,0,80743982,389,15378,292,9,3,4,42.5
2020-03-19 10:12:00,Z20109,0,18027779,139,14553,224,12,1,3,52.4
2020-03-19 10:14:00,Z20109,0,98890839,379,4697,454,12,3,1,64.4
2020-03-19 10:16:00,Z20109,0,74256284,307,5059,254,11,2,2,40.3
2020-03-19 10:18:00,Z20109,0,76781040,345,12421,485,11,3,2,20.7
2020-03-19 10:20:00,Z20109,0,54785551,351,6560,18,9,0,4,47.3
2020-03-19 10:22:00,Z20109,0,40265257,199,2105,519,9,3,2,35.0
2020-03-19 10:24:00,Z20109,0,59174276,159,13930,83,11,1,0,23.6
2020-03-19 10:26:00,Z20109,0,93542744,57,23927,46,12,1,3,28.4
2020-03-19 10:28:00,Z20109,0,26200032,331,9407,110,10,0,0,2.2
2020-03-19 10:30:00,Z20109,0,38246768,118,16016,211,11,3,3,54.2
2020-03-19 10:32:00,Z20109,0,45311832,319,5498,510,11,0,4,68.1
2020-03-19 10:34:00,Z20109,0,56144371,157,6686,213,12,2,3,52.0
2020-03-19 10:36:00,Z20109,0,65555326,1,4869,201,10,0,1,42.1
2020-03-19 10:38:00,Z20109,0,73220060,310,3343,344,11,1,1,54.6
2020-03-19 10:40:00,Z20109,0,50349906,160,8539,25,10,0,0,13.6
2020-03-19 10:42:00,Z20109,0,51776492,311,10027,245,11,0,4,46.4
2020-03-19 10:44:00,Z20109,0,25923576,249,18020,336,10,1,1,39.0
2020-03-19 10:46:00,Z20109,0,103703653,365,758,232,11,1,3,0.8
2020-03-19 10:48:00,Z20109,0,102299802,254,11357,88,9,0,4,59.5
2020-03-19 10:50:00,Z20109,0,22352136,155,589,211,10,3,1,68.4
2020-03-19 10:52:00,Z20109,0,100590090,80,18066,291,9,3,4,31.6
2020-03-19 10:54:00,Z20109,0,27627423,150,22032,159,9,1,4,11.6
2020-03-19 10:56:00,Z20109,0,67195596,310,9550,174,10,1,4,67.2
2020-03-19 10:58:00,Z20109,0,89835741,233,24693,508,10,3,2,62.8
2020-03-19 11:00:00,Z20109,0,42901963,288,7779,47,9,1,0,7.4
2020-03-19 11:02:00,Z20109,0,30794377,273,7429,140,12,0,1,19.7
2020-03-19 11:04:00,Z20109,0,59245143,221,10153,188,9,3,2,55.5
2020-03-19 11:06:00,Z20109,0,102140043,74,22879,194,9,2,2,62.5
2020-03-19 11:08:00,Z20109,0,50242251,61,17719,369,9,2,1,30.6
2020-03-19 11:10:00,Z20109,0,104398661,34,19397,129,11,2,2,62.6
2020-03-19 11:12:00,Z20109,0,12678719,125,13053,432,10,3,1,44.3
2020-03-19 11:14:00,Z20109,0,65392312,115,22164,336,12,0,1,12.6
2020-03-19 11:16:00,Z20109,0,46396245,271,4567,6,9,1,2,35.8
